№,施設名,区市町村名,施設所在地,最寄り駅,設置者名,開始時間,終了時間,２４時間,定員,事業開始　　　　年月日,電話番号,基準を満たす旨の証明書,備考
16,キッズハート白山,文京区,白山1－18－7石川ビル1階,"都営三田線
白山駅",㈱ハートフォーレ,09:00,18:00,,30.0,41244.0,6801-6647,有,,35.7177471,139.7522362,ChIJeZrQWbWNGGARdOSkPJM5X4k,"日本, 〒113-0001 東京都文京区白山１丁目１８−７"
17,根津家庭的保育室,文京区,根津1-15-12-302,"千代田線
根津駅",㈱日本デイケアセンター,08:00,17:30,,6.0,41729.0,5834-7030,無,,35.7185446,139.7636215,ChIJ8RQ-kS2MGGARc44W8k21vTg,"日本, 〒113-0031 東京都文京区根津１丁目１５−１２"
18,さくらインターナショナルスクール文京校,文京区,大塚3-20-1　吉田ビル3階・4階,"丸ノ内線
茗荷谷駅",株式会社関西国際学園,08:00,18:00,,38.0,42010.0,5981-5133,無,,35.72152700000001,139.7343232,ChIJ7T7pAKeNGGARgppMIGCb0pw,"日本, 〒112-0012 東京都文京区大塚３丁目２０−１"
19,HARMONY　PRESCHOOL　INTERNATIONAL,台東区,東上野2-10-12　東上野２丁目ビル1階,"JR線
上野駅",合同会社　HARMONY　TALISMAN,09:00,17:00,,30.0,42100.0,6240-1777,無,,35.7093684,139.7789625,ChIJCQ1hCaKOGGARmGDciU8EQxk,"日本, 〒110-0015 東京都台東区東上野２丁目１０−１２"
20,バディスポーツ幼児園　江東,江東区,新砂1-9-21,"東西線
南砂町駅",㈱バディ企画研究所,8:00,19:00,,560.0,H15.12. 1,3699-5665,有,,35.66633849999999,139.8249587,ChIJYzHTZVqIGGAR3bRpCsRTog0,"日本, 〒136-0075 東京都江東区新砂１丁目９−２１ バディスポーツ幼児園江東"
21,チャイルドマインダー　パルム園,品川区,荏原3-5-21　ユーハウス荏原101,"東急目黒線
武蔵小山駅　　　","NPO法人
家庭的保育支援協会",08:00,19:00,,12.0,2014-04-01,070-5456-8083,無,,35.6172133,139.7078322,ChIJKShcyNyKGGARl1awKoTfoYQ,"日本, 〒142-0063 東京都品川区荏原３丁目５−２１"
22,チャイルドマインダー　西小山園,品川区,荏原5－9－4　小山フラット１F,"東急目黒線
西小山駅","NPO法人
家庭的保育支援協会",08:00,18:00,,19.0,2014-10-01,6426-6113,無,,35.6145663,139.703241,ChIJA8j4McWKGGARhsxYK_sUdoY,"日本, 〒142-0063 東京都品川区荏原５丁目９−４"
23,すたでい,目黒区,碑文谷6-2-15　パインヴィレッジ101,"東急東横線
学芸大学駅",升森美和子,10:00,18:00,,35.0,H14. 1. 1,3794-8780,無,,35.6259088,139.6843312,ChIJ77IuJM70GGARv3RJTl5fPt0,"日本, 〒152-0003 東京都目黒区碑文谷６丁目２−１５"
24,インターナショナルスクール　wagoland,目黒区,"中目黒1-1-45コンフォート中目黒
AS","東急東横線
中目黒駅",㈱Pro－Minds,07:30,18:00,,60.0,41006.0,5773-5008,有,,35.6440628,139.7031179,ChIJZbQxukeLGGARuxMqDryYE18,"日本, 〒153-0061 東京都目黒区中目黒１丁目１−４５"
25,大人の予備校　INTER CHANGE,目黒区,中根1－6－10大和ビル1階,"東急東横線
都立大学駅",㈱ACT．and A,10:00,19:00,,6.0,41117.0,6421-2955,無,休止中,35.6165708,139.6750546,ChIJm9xZut70GGARoVvN0-vp10o,"日本, 〒152-0031 東京都目黒区中根１丁目６−１０"
26,ソモスインターナショナルスクール,目黒区,下目黒1－2－12白金ビル4階,"JR山手線
目黒駅",㈱Raymond Partners,08:00,19:00,,56.0,41155.0,6417-9071,有,,35.6333755,139.7135312,ChIJGZjP2hiLGGARFeXrzOW9wIc,"日本, 〒153-0064 東京都目黒区下目黒１丁目２−１２"
27,夢花広場,目黒区,五本木2-20-17,"東急東横線
祐天寺駅",社会福祉法人　夢工房,07:15,18:15,,50.0,41426.0,5725-2530,有,,35.6342246,139.6891361,ChIJ3Y3tAsv0GGARRn6eLMmYRv4,"日本, 〒153-0053 東京都目黒区五本木２丁目２０−１７"
28,キンダーキッズインターナショナルスクール東京本校,大田区,東嶺町41-20,"東急池上線　
御獄山駅",㈱キンダーキッズインターナショナル,8:00,18:00,,88.0,40422.0,5732-1600,有,,35.5824397,139.6822728,ChIJuQy7P1f1GGARpbnqx9tm7ws,"日本, 〒145-0074 東京都大田区東嶺町４１−２０"
29,ぽれぽれ保育園西蒲田,大田区,西蒲田7－22－10藤和シティコープ西蒲田Ⅲ,"東急池上線
蓮沼駅",㈱ポーレ,07:30,19:00,,34.0,2014-09-01,6326-4523,無,,35.563562,139.710485,ChIJR6gwFGhgGGARpim46ieQKoo,"日本, 〒144-0051 東京都大田区西蒲田７丁目２２−１０"
30,"子ども家庭支援センター大森　
キッズなルーム",大田区,大森北4丁目16番5号,"JR京浜東北線　
大森駅",大田区長　松原　忠義,09:00,18:00,,15.0,2008-12-01,5753-0805,無,,35.5833708,139.7271572,ChIJkYfD_jNgGGARS2xk-lnCuc8,"日本, 〒143-0016 東京都大田区大森北４丁目１６−５"
31,子ども家庭支援センター六郷一時保育室,大田区,仲六郷2-44-11六郷地域力推進センター3階,"京浜急行本線　
雑色駅",大田区長,08:30,18:00,,16.0,2014-03-01,3733-1152,無,,35.5509134,139.71607,ChIJbf3c-fNgGGAR_CTobKrWw48,"日本, 〒144-0055 東京都大田区仲六郷２丁目４４−１１ 六郷地域力推進センター"
32,ハローキッズ　プリスクール（本校）,世田谷区,駒沢2-60-7　大高ビル1,"田園都市線
駒沢大学駅",㈲キッズクラブ,10:00,14:30,,21.0,H13.9.1,5431-0411,無,,35.6378316,139.6580499,ChIJ5WztgIT0GGARs3fO-aFvvV8,"日本, 〒154-0012 東京都世田谷区駒沢２丁目６０−７"
33,ハローキッズ　プリスクール（アネックス校）,世田谷区,駒沢2-41-2　吉武ビル1階,"田園都市線
駒沢大学駅",㈲キッズクラブ,10:00,14:30,,11.0,H14.4.1,5431-0411,無,,35.6371094,139.6557668,ChIJ1TSo-IP0GGAR6LrpdUoLZw4,"日本, 〒154-0012 東京都世田谷区駒沢２丁目４１−２"
34,バディスポーツ幼児園世田谷,世田谷区,千歳台3-18-10,"京王線
八幡山駅",㈱バディ企画研究所,8:00,19:00,,525.0,S55.10.1,5490-7591,有,,35.652879,139.614914,ChIJm-wzqtDzGGARODzQdqv83sc,"日本, 〒157-0071 東京都世田谷区千歳台３丁目１８"
35,PTCPacific International School,世田谷区,下馬5-11-5,"東急東横線
学芸大学駅",高塚洋子,08:45,17:00,,32.0,30560.0,5481-9425,無,,35.6343411,139.6815812,ChIJk5_h77f0GGAROIB9SXYAqQ8,"日本, 〒154-0002 東京都世田谷区下馬５丁目１１−５"
36,生活クラブ子育て広場ぶらんこ,世田谷区,宮坂3-13-13,"小田急線
経堂駅",生活クラブ生活協同組合,10:00,16:00,,3.0,39918.0,5426-5214,無,,35.6529794,139.6376066,ChIJgXlFf73zGGARYLzgQDu0_eI,"日本, 〒156-0051 東京都世田谷区宮坂３丁目１３−１３"
37,下北沢ガーデンヒルズモンテッソーリスクール（子どもの家）,世田谷区,代沢5-4-5　ガーデンヒルズ代沢B棟,"京王井の頭線
下北沢駅",株式会社Cellec,09:00,18:00,,19.0,40673.0,6804-0082,有,,35.65558800000001,139.6656598,ChIJEwAws2jzGGARGkv6oXjxPec,"日本, 〒155-0032 東京都世田谷区代沢５丁目４−５"
38,FUTURE児童園・太子堂,世田谷区,太子堂5-9-6　ハピネス太子堂1F,"東急世田谷線
西太子堂駅",シンコーファシリティーズ㈱,07:30,19:00,,48.0,41730.0,6450-8013,有,,35.6467502,139.6659045,ChIJvyde9GHzGGARvmRXTWq7JCg,"日本, 〒154-0004 東京都世田谷区太子堂５丁目９"
39,Three　Stars　International　School　二子玉川校,世田谷区,中町5-2-3　吉田コーポ,"大井町線
上野毛駅",㈱ニホングローカルビジネス,08:00,19:00,,26.0,42095.0,5758-2925,無,,35.6198831,139.6443922,ChIJSZp4R2f0GGARb8JAFRUTsm0,"日本, 〒158-0091 東京都世田谷区中町５丁目２−３ チャイルドケアハウスあんあん中町"
40,Brighton Nursery&After School　経堂,世田谷区,桜上水1-7-10,"小田急線
経堂駅",Brighton Nursery&After School株式会社,07:30,19:00,,50.0,42217.0,6379-7244,無,,35.65698709999999,139.6314291,ChIJv3jU9bjzGGAR0WFfOKlX5hc,"日本, 〒156-0045 東京都世田谷区桜上水１丁目７−１０"
41,キティインターナショナルスクール二子玉川キャンパス,世田谷区,瀬田2-23-7,"東急田園都市線
用賀駅",株式会社　キティクラブ,07:30,18:30,,77.0,42266.0,3700-2226,無, ,35.6197479,139.6325142,ChIJI4rlX2z0GGARwgI9_aB5iyI,"日本, 〒158-0095 東京都世田谷区瀬田２丁目２３−７"
42,渋谷区山谷かきのみ園,渋谷区,代々木3-32-13,"小田急線
参宮橋駅",渋谷区,07:30,19:30,,28.0,40269.0,3370-1412,無,,35.6830419,139.6928724,ChIJMZ7cbM2MGGARZh5ojW8Zmjk,"日本, 〒151-0053 東京都渋谷区代々木３丁目３２−１３ 区立山谷かきのみ園"
43,セイントアニーインターナショナルキンダーガーデン,渋谷区,富ヶ谷1－5－3岸ビル2階,"千代田線
代々木公園駅","(有)セイントアニー
ハギンス　マイケル",09:00,18:00,,20.0,2010-02-01,6407-9221,無,,35.6695704,139.6901183,ChIJqXG-XkvzGGARMggJS4iYgz8,"日本, 〒151-0063 東京都渋谷区富ヶ谷１丁目５−３"
44,加圧ビューティーテラス表参道本店,渋谷区,神宮前4-19-8アロープラザ311-306,"銀座線
表参道駅",桝井　継博,11:00,16:00,,5.0,2009-06-01,3497-5582,無,,35.6679406,139.7088278,ChIJp1iZ06OMGGARlp80-KI5C9A,"日本, 〒150-0001 東京都渋谷区神宮前４丁目１９−８"
45,新中野キリスト教教会付属子どもセンター,中野区,本町6-37-7,"丸の内線
東高円寺駅",新中野キリスト教会,9:00,13:30,,15.0,28976.0,3381-6443,無,,35.6969718,139.6613972,ChIJa61Mce3yGGARWorxn6BrbXU,"日本, 〒164-0012 東京都中野区本町６丁目３７−７"
46,新渡戸文化幼稚園(子ども園）,中野区,本町6-3８-１,"丸の内線
東高円寺駅",学校法人　新渡戸文化学園,７：３０,１９：００,,定員設定なし,41030.0,3381-1183,有,,35.6964719,139.6618888,ChIJ9Tp_ou3yGGARbXM3KOIDzBw,"日本, 〒164-0012 東京都中野区本町６丁目３８−１"
47,高円寺グループ保育室,杉並区,高円寺南2-32-5,"丸の内線
新高円寺駅",杉並区,7:30,18:30,,24.0,H17.6. 1,3316-5041,有,,35.6994736,139.6525625,ChIJm9XiLYryGGARDgQqq8nGoBE,"日本, 〒166-0003 東京都杉並区高円寺南２丁目３２−５ 杉並区役所高円寺中央出張所"
48,桃井グループ保育室 ,杉並区,桃井1-35-2,"ＪＲ中央線
荻窪駅",杉並区,7:30,18:30,,21.0,H13.12. 1,3399-5188,有,,35.7136694,139.6131562,ChIJ-0TTHuHtGGARdXJTZQ94xjk,"日本, 〒167-0034 東京都杉並区桃井１丁目３５−２"
49,杉並区保育室下高井戸,杉並区,"下高井戸4-38-15
区立下高井戸子供園内","京王井の頭線
西永福駅",杉並区,7:30,18:30,,15.0,2009-04-27,3303-9522,無,,35.674507,139.6303783,ChIJYzlZ10nyGGARUoov1eiqgqY,"日本, 〒168-0073 東京都杉並区下高井戸４丁目３８−１５"
50,杉並区保育室堀ノ内,杉並区,堀ノ内3-17-13　東京立正短期大学旧研修センター内,"丸の内線
新高円寺駅",杉並区,7:30,18:30,,20.0,2009-04-15,3313-7266,無,,35.6922499,139.64864,ChIJI0gLu1_yGGAR0bEkfHNb3Bc,"日本, 〒166-0013 東京都杉並区堀ノ内３丁目１７−１３"
51,杉並区保育室荻窪,杉並区,南荻窪2-28-13,"JR中央線
荻窪駅",杉並区,07:30,18:30,,15.0,39951.0,5346-9151,無,,35.6992627,139.6132372,ChIJ71dxFf_tGGAR6H3LvUOvu_o,"日本, 〒167-0052 東京都杉並区南荻窪２丁目２８−１３"
52,杉並区保育室清沓中通,杉並区,清水2-17-11　清沓中通会議室内,"JR中央線
荻窪駅",杉並区,07:30,18:30,,15.0,40021.0,3301-9071,無,,35.7141388,139.6156227,ChIJPyTgw-btGGARhvRNHGpjqUc,"日本, 〒167-0033 東京都杉並区清水２丁目１７−１１"
53,杉並区保育室善福寺,杉並区,善福寺1-11-11,"JR中央線
西荻窪駅",杉並区,07:30,18:30,,45.0,40021.0,3301-0870,無,,35.7118323,139.597027,ChIJkapLAW3uGGAR24pPqK7YoC4,"日本, 〒167-0041 東京都杉並区善福寺１丁目１１−１１ 杉並区保育室善福寺"
54,杉並区保育室高円寺ピノキオ幼児舎,杉並区,"高円寺北2-1-24Core高円寺ビル１,2階","JR中央線
高円寺駅",杉並区,07:30,18:30,,52.0,40057.0,5327-6721,無,,35.7057179,139.6542611,ChIJM0oOGYbyGGAR8O-YLMZDLU8,"日本, 〒166-0002 東京都杉並区高円寺北２丁目１−２４"
55,杉並区保育室荻窪第二,杉並区,上荻1-22-16アジ-ルコ-ト荻窪1階,"JR中央線
荻窪駅",杉並区　,07:30,18:30,,30.0,40057.0,5347-2169,無,,35.7062259,139.6161534,ChIJFdXuC_vtGGARM1W5FCWoIpM,"日本, 〒167-0043 東京都杉並区上荻１丁目２２−１６"
56,杉並区保育室高井戸西,杉並区,"高井戸西1-1-32シャトレ-高井戸1,2階","京王井の頭線
高井戸駅",杉並区,07:30,18:30,,41.0,40057.0,5941-9321,無,,35.677959,139.6141766,ChIJcZOQgyHyGGARnxIVI7YGbZQ,"日本, 〒168-0071 東京都杉並区高井戸西１丁目１−３２"
57,レインボー・プライマリー・スクール,杉並区,阿佐谷北6-48-9,"西武新宿線
鷺宮駅",荒川　雅,08:00,18:00,,71.0,40275.0,6794-8198,無,,35.7141475,139.6414925,ChIJOQRy3oXtGGARhtFKdbOLmlk,"日本, 〒166-0001 東京都杉並区阿佐谷北６丁目４８−９"
58,杉並区保育室下井草南,杉並区,下井草3-3-21サンライトマンション1階,"西武新宿線
下井草駅",杉並区,07:30,18:30,,24.0,40269.0,5303-8622,無,,35.7182525,139.6265688,ChIJvcl6vevtGGARYCNwLKxaqT8,"日本, 〒167-0022 東京都杉並区下井草３丁目３−２１"
59,杉並区保育室荻窪第三,杉並区,荻窪5-30-12グロ-リアビル3F,"JR中央線
荻窪駅",杉並区,07:30,18:30,,30.0,40269.0,6383-5336,無,,35.7040958,139.621378,ChIJNXrxEfftGGARSNm4h6pmmtE,"日本, 〒167-0051 東京都杉並区荻窪５丁目３０−１２"
60,杉並区保育室宮前北,杉並区,宮前3-9-3シャト-5　1F,"京王井の頭線
久我山駅",杉並区,07:30,18:30,,18.0,40269.0,5344-9880,無,,35.6946906,139.6046937,ChIJrSiQ_gHuGGARvgurZGLNypQ,"日本, 〒168-0081 東京都杉並区宮前３丁目９−３"
61,杉並区保育室今川北,杉並区,今川2-22-23,"西武新宿線
上井草駅",杉並区,07:30,18:30,,30.0,40269.0,5310-4021,無,,35.7185797,139.6084065,ChIJJ1XY5nXuGGAR_5PGh8_FCG8,"日本, 〒167-0035 東京都杉並区今川２丁目２２−２３"
62,杉並区保育室南阿佐ヶ谷,杉並区,成田東5-41-7杉並区職員会館内,"丸の内線
南阿佐ヶ谷駅",杉並区,07:30,18:30,,28.0,40308.0,3220-1773,無,,35.6991435,139.634277,ChIJq3yxMXLyGGARnrwgpsAEbUQ,"日本, 〒166-0015 東京都杉並区成田東５丁目４１−７"
63,杉並区家庭福祉員グループ「もりのいえ」,杉並区,桃井4-3-2西荻地域区民センタ-1F,"JR中央線
西荻窪駅",杉並区,08:30,18:45,,9.0,40269.0,5310-2601,無,,35.7125553,139.6022295,ChIJP8ByJHPuGGARA0bKCN2hnwM,"日本, 〒167-0034 東京都杉並区桃井４丁目３−２"
64,杉並区家庭福祉員グループ,杉並区,堀ノ内2-6-21,"丸の内線
方南町駅",佐藤久仁子,08:30,17:00,,9.0,40664.0,3315-1008,無,休止中,35.6867117,139.6523484,ChIJUZUkhffyGGARB8-8FpnBVEg,"日本, 〒166-0013 東京都杉並区堀ノ内２丁目６−２１"
65,アレーズ,杉並区,高円寺北2-14-2-102,"JR中央線
高円寺駅",今井七津子,08:30,17:00,,6.0,2011-04-01,3337-4337,無,,35.7063761,139.6541916,ChIJDztJFYbyGGAR8CQxL6pgk9s,"日本, 〒166-0002 東京都杉並区高円寺北２丁目１４−２"
66,河北総合病院　こどもケアセンター,杉並区,阿佐谷北１－７－３,"JR中央線
阿佐ヶ谷駅","社会医療法人　河北医療
財団",08:30,17:00,,4.0,2002-05-01,3339-3603,無,,35.7066566,139.6387319,ChIJ-yiJvXfyGGARjbNWR9YvlrY,"日本, 〒166-0001 東京都杉並区阿佐谷北１丁目７−３"
67,杉並区保育室若杉,杉並区,天沼3-15-20,"JR線中央線
荻窪駅",杉並区,07:30,18:30,,70.0,2011-07-01,3391-6533,無,,35.7085866,139.6182351,ChIJYX12uPrtGGARHoCcoApuseE,"日本, 〒167-0032 東京都杉並区天沼３丁目１５−２０ 杉並区保育室若杉"
68,杉並区保育室荻窪第四,杉並区,荻窪5-26-9シエモア参番館2階,"JR線中央線
荻窪駅",杉並区,07:30,18:30,,51.0,2011-04-01,6915-1880,無,,35.7040013,139.6189754,ChIJA18w7_ntGGARnZB0Wh4dsrM,"日本, 〒167-0051 東京都杉並区荻窪５丁目２６−９"
69,"家庭福祉員グループ
ぴーかーぶう",杉並区,和泉4-42-5方南会館2階,"丸の内線
方南町駅",杉並区,08:30,17:00,,9.0,2012-04-01,3311-4141,無,,35.6810236,139.6560401,ChIJqXvvLfzyGGAR2cWbVrBXrOE,"日本, 〒168-0063 東京都杉並区和泉４丁目４２−５"
70,なないろ,杉並区,下井草3-34-13下井草グリーンハイツ101,"西武新宿線
下井草駅",福地　かおる,08:30,17:00,,6.0,2012-05-01,090-1105-2890,無,,35.7228112,139.6219,ChIJJ__DDsPtGGAR00SaaCpQp94,"日本, 〒167-0022 東京都杉並区下井草３丁目３４−１３ 下井草グリーンハイツ"
71,杉並区保育室南阿佐ヶ谷第二,杉並区,阿佐ヶ谷南3-7-3進和ビル1.2階,"丸の内線
南阿佐ヶ谷駅",杉並区,07:30,18:30,,30.0,41091.0,6276-9080,無,,35.7011016,139.6319327,ChIJ74Ntg3TyGGARneErX3J4UoA,"日本, 〒166-0004 東京都杉並区阿佐谷南３丁目７−３"
72,エベレスト・インターナショナルプリスクール,杉並区,阿佐谷南3-34-16池川ビル,"JR中央線
阿佐ヶ谷駅",（特活）ネパール教育支援センター,10:00,17:00,,定員設定なし,41365.0,5335-7379,有,,35.7040486,139.6352351,ChIJbYESg3byGGARgA8S5wQYUIs,"日本, 〒166-0004 東京都杉並区阿佐谷南３丁目３４−１６"
73,杉並区保育室浜田山東,杉並区,浜田山4-15-12浜田山会議室1，2階,"京王井の頭線
浜田山駅",杉並区,07:30,18:30,,40.0,41730.0,5305-5211,無,,35.6855781,139.6263337,ChIJlbgvkhXyGGARLEQjkT_bJHQ,"日本, 〒168-0065 東京都杉並区浜田山４丁目１５−１２"
74,杉並区保育室荻窪第五,杉並区,荻窪2-34-20荻窪地域区民センター１階,"JR中央線
荻窪駅",杉並区,07:30,18:30,,15.0,41730.0,5347-2131,無,,35.6984704,139.6189919,ChIJcZiJzwfyGGARNnid1pbp_YI,"日本, 〒167-0051 東京都杉並区荻窪２丁目３４−２０ 区立荻窪地域区民センター"
75,杉並区保育室和田南,杉並区,和田1-41-10和田会議室1階,"丸の内線　
東高円寺駅",杉並区,07:30,18:30,,24.0,41730.0,5342-2667,無,,35.6915974,139.6595365,ChIJmcnwy_HyGGARFNOir7HHAk8,"日本, 〒166-0012 東京都杉並区和田１丁目４１−１０"
76,杉並区保育室高円寺第二,杉並区,高円寺北2-5-1　ホテルナッツ高円寺３Ｆ,"ＪＲ中央線
高円寺駅",杉並区,07:30,18:30,,40.0,42156.0,5356-1630,無,,35.7055262,139.6499865,ChIJV2XRh4fyGGARTPsDUqIt5wg,"日本, 〒166-0002 東京都杉並区高円寺北２丁目５−１"
77,杉並区保育室ほりまつ,杉並区,松ノ木3-3-4-2階,"丸ノ内線
新高円寺駅",杉並区,07:30,18:30,,30.0,41579.0,5929-7339,無,,35.6925971,139.6445237,ChIJUxReWmfyGGARpn3VGA5uQb4,"日本, 〒166-0014 東京都杉並区松ノ木３丁目３−４"
78,杉並区保育室西荻窪,杉並区,西荻北4-8-2,"JR中央線
西荻窪駅",杉並区,07:30,18:30,,30.0,41000.0,5382-8777,無,,35.7074168,139.5956135,ChIJgyVlDRPuGGARdYdSj65bhso,"日本, 〒167-0042 東京都杉並区西荻北４丁目８−２"
79,杉並区保育室上井草西,杉並区,今川4-8-22,"JR中央線
荻窪駅",杉並区,07:30,18:30,,16.0,41730.0,3395-0595,無,,35.7152549,139.598713,ChIJxVUDBm7uGGARIwy2mBlv_tU,"日本, 〒167-0035 東京都杉並区今川４丁目８−２２"
80,杉並区保育室下井草北,杉並区,下井草4-30-2,"西武新宿線
井荻駅",杉並区,07:30,18:30,,30.0,41730.0,3399-8813,無,,35.7233809,139.6188724,ChIJOVN4WdvtGGARIzjT326HLVE,"日本, 〒167-0022 東京都杉並区下井草４丁目３０−２ 杉並区保育室下井草北"
81,杉並区保育室高井戸北,杉並区,高井戸西2-5-10,"京王井の頭線
高井戸駅",杉並区,07:30,18:30,,40.0,41730.0,5370-5344,無,,35.68401679999999,139.6118656,ChIJy6TF0R3yGGARR6ohzMTAvc0,"日本, 〒168-0071 東京都杉並区高井戸西２丁目５−１０"
82,杉並区保育室井草東,杉並区,"杉並区井草1-31-9
ビラ・ニューロード101,102,105","西武新宿線
下井草駅",杉並区,07:30,18:30,,28.0,42217.0,6545-7141,無,,35.7254182,139.6206135,ChIJp6whtdDtGGAR_a6TK_qOyuM,"日本, 〒167-0021 東京都杉並区井草"
83,Azurite内あずたん保育室,豊島区,西池袋5－4－8河野ビル５階,"副都心線
池袋駅",株式会社Azurite,09:30,19:00,,定員設定なし,2012-07-20,3983-5565,無,,35.7318167,139.7059752,ChIJ160tSFmNGGARSlzJZMiU68Q,"日本, 〒171-0021 東京都豊島区西池袋５丁目４−８"
